Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-6G298C,18177,49,Facebook,Image,25-34,Male,UK,47349,2861,260.4885295,0.3838940632,6.042366259,1
CAMP-QK4LTA,26358,7,Instagram,Story,18-24,Female,India,19209,2274,72.8773048,1.372169296,11.83820084,1
CAMP-HUKWQV,21236,22,Google,Carousel,35-44,Male,UK,41316,2991,194.5564136,0.5139897376,7.239326169,1
CAMP-R1H61I,8411,13,YouTube,Carousel,35-44,All,Canada,36927,2511,439.0322197,0.2277737157,6.79990251,1
CAMP-AOIM45,17314,44,Instagram,Image,25-34,Female,India,21610,237,124.8122906,0.8012031467,1.096714484,0
CAMP-8AX40D,14198,4,Facebook,Text,18-24,Female,India,17156,1145,120.8339203,0.827582187,6.674049895,1
CAMP-TIRC9Z,28351,5,Instagram,Video,18-24,Female,Germany,46339,3254,163.4474974,0.6118172598,7.022162757,1
CAMP-D76SZN,38045,25,LinkedIn,Text,55+,All,India,8770,3783,23.05164936,4.338084379,43.13568985,1
CAMP-9DDE3C,47130,57,Facebook,Text,35-44,Female,UK,37711,767,80.01485254,1.249767972,2.033889316,1
CAMP-UP8IJL,26045,14,Google,Image,18-24,Male,Germany,49545,2682,190.2284508,0.5256837219,5.413260672,1
CAMP-2Z0LJC,25416,22,YouTube,Image,18-24,Male,India,28412,2666,111.7878502,0.8945515979,9.383359144,1
CAMP-H2VFFQ,32317,7,Instagram,Image,45-54,Female,India,28308,1760,87.59476437,1.141620743,6.217323725,1
CAMP-OT8HLJ,8408,39,Facebook,Story,45-54,Female,Canada,21832,3492,259.6574691,0.3851227556,15.99486992,1
CAMP-EFY3ZB,6049,40,LinkedIn,Text,18-24,All,India,41218,2816,681.4018846,0.1467562715,6.831966617,1
CAMP-4LDIMS,1250,32,Facebook,Carousel,55+,All,US,21170,3514,1693.6,0.05904581956,16.59896079,1
CAMP-YJ9BOQ,24044,11,LinkedIn,Video,18-24,All,Germany,19840,496,82.51538845,1.211895161,2.5,1
CAMP-0IQ2FA,34799,36,Google,Story,25-34,Female,US,27962,3181,80.3528837,1.244510407,11.37615335,1
CAMP-39E3NW,9304,55,YouTube,Carousel,35-44,All,Germany,47424,3931,509.7162511,0.1961875843,8.289051957,1
CAMP-XUJ3AC,1181,46,Google,Text,55+,All,Canada,42957,2073,3637.341236,0.02749260889,4.825755989,1
CAMP-6PE63L,29405,37,Instagram,Image,25-34,Male,India,34862,338,118.5580684,0.8434685331,0.9695370317,0
CAMP-BQGU3O,16996,54,Facebook,Text,55+,All,India,49620,3950,291.9510473,0.3425231761,7.960499798,1
CAMP-BYGHGK,46275,60,LinkedIn,Video,25-34,Male,India,36210,3109,78.24959481,1.277961889,8.58602596,1
CAMP-5BWIKO,7905,24,LinkedIn,Story,35-44,Male,Germany,19206,1818,242.9601518,0.4115901281,9.46579194,1
CAMP-TCKEH5,5337,46,Facebook,Story,35-44,All,India,10722,137,200.8993817,0.4977616116,1.277746689,0
CAMP-SW2292,49811,26,Facebook,Video,45-54,Male,US,14494,2556,29.0979904,3.436663447,17.6348834,1
CAMP-MTR6SN,20156,19,Instagram,Carousel,25-34,Female,India,6834,4416,33.90553681,2.949370793,64.61808604,1
CAMP-GLH62C,45643,12,Google,Carousel,45-54,Female,Canada,17979,916,39.39048704,2.53868402,5.094832861,1
CAMP-9T199D,49112,32,LinkedIn,Story,25-34,All,US,1120,3539,2.28050171,43.85,315.9821429,0
CAMP-XJ37C9,46052,58,Instagram,Story,45-54,Female,India,22956,2101,49.84799792,2.006098623,9.15229134,1
CAMP-H42M44,3443,48,Google,Image,35-44,Male,India,34668,2908,1006.912576,0.09931348794,8.388138918,1
CAMP-GV3Z6B,13600,25,Instagram,Carousel,55+,Female,UK,45208,2915,332.4117647,0.3008317112,6.44797381,1
CAMP-Z8UUG9,29475,34,LinkedIn,Video,45-54,All,Germany,2989,1983,10.14079729,9.861157578,66.34325861,1
CAMP-5RLRDI,9762,19,Facebook,Carousel,25-34,All,US,29891,3871,306.1975005,0.326586598,12.9503864,1
CAMP-HSA7HE,17064,52,Facebook,Image,25-34,Male,UK,42913,4529,251.4826535,0.3976417403,10.5539114,1
CAMP-Z74LAV,47993,53,Google,Story,35-44,All,Canada,16351,3568,34.06955181,2.935172161,21.82129533,1
CAMP-71448N,8230,19,YouTube,Story,25-34,Female,Germany,7244,999,88.01944107,1.136112645,13.79072336,1
CAMP-7ODKEF,19631,16,Google,Image,18-24,All,US,5901,2148,30.05959961,3.326724284,36.40061007,1
CAMP-828XG8,1779,11,YouTube,Video,55+,Male,India,16428,4695,923.4401349,0.1082907232,28.57925493,1
CAMP-Y72IVG,3606,42,Instagram,Story,45-54,All,US,728,396,20.1885746,4.953296703,54.3956044,1
CAMP-LYE088,13384,4,Instagram,Text,55+,Female,India,30690,3599,229.3036461,0.4361029651,11.72694689,1
CAMP-O98BV7,7353,47,LinkedIn,Story,35-44,Male,Germany,33806,4511,459.7579219,0.2175057682,13.34378513,1
CAMP-8HU7F0,19228,27,YouTube,Text,45-54,Female,India,29827,939,155.1227377,0.6446508197,3.148154357,1
CAMP-I9G5DZ,28032,41,LinkedIn,Image,45-54,Male,Canada,26233,1637,93.58233447,1.068577746,6.240231769,1
CAMP-X5QJIC,9535,11,Facebook,Image,18-24,All,India,27495,2725,288.3586786,0.3467903255,9.91089289,1
CAMP-JDAN08,44178,56,YouTube,Story,35-44,Male,Canada,1552,2511,3.513060799,28.46520619,161.7912371,0
CAMP-5RNTDR,13396,24,Google,Carousel,25-34,Male,Germany,21715,4637,162.1006271,0.6169007598,21.35390283,1
CAMP-5XYFC4,30545,45,Facebook,Text,18-24,All,Germany,16248,1650,53.19364872,1.879923683,10.15509601,1
CAMP-KL8CGN,13345,48,Facebook,Video,18-24,Female,US,21461,3691,160.8167853,0.6218256372,17.19863939,1
CAMP-0T6DVW,29224,6,Google,Story,55+,All,Canada,15917,3436,54.4655078,1.836024376,21.58698247,1
CAMP-RB7F6F,29999,28,Facebook,Video,55+,Male,Canada,14316,3202,47.72159072,2.095487566,22.36658284,1
CAMP-DHGZZ0,44019,60,YouTube,Story,55+,All,UK,39472,4180,89.67036961,1.115195582,10.58978516,1
CAMP-JKIBU4,43325,31,LinkedIn,Carousel,18-24,Male,UK,35258,4367,81.38026544,1.228799138,12.38584151,1
CAMP-FMPKXV,35347,47,Facebook,Carousel,25-34,All,UK,43052,2292,121.7981724,0.8210303819,5.323794481,1
CAMP-HAGKC4,29322,36,YouTube,Carousel,45-54,All,India,31263,4484,106.619603,0.9379138278,14.34283338,1
CAMP-LORXDT,26311,25,Instagram,Carousel,55+,Female,UK,7417,214,28.18973053,3.547391128,2.885263584,1
CAMP-G5NQJQ,37320,39,YouTube,Image,25-34,Male,Canada,13540,3238,36.28081458,2.756277696,23.91432792,1
CAMP-IJC1YD,26746,13,LinkedIn,Image,35-44,Female,India,35412,3863,132.4011067,0.7552806958,10.9087315,1
CAMP-MT8VT4,38749,8,YouTube,Text,55+,Male,Germany,38335,59,98.93158533,1.01079953,0.1539063519,0
CAMP-3PT5R5,23149,20,Google,Video,45-54,All,US,9269,2931,40.04060651,2.497464667,31.62153415,1
CAMP-RC6ZS6,14169,23,LinkedIn,Story,35-44,Male,UK,6360,4939,44.88672454,2.227830189,77.6572327,1
CAMP-2YWE1G,32680,44,Instagram,Story,35-44,Female,Germany,36357,2972,111.25153,0.8988640427,8.174491845,1
CAMP-983EP9,31943,38,Google,Image,45-54,Female,Canada,29681,1528,92.91863632,1.07621037,5.148074526,1
CAMP-P9W4J6,2949,43,YouTube,Story,55+,Female,US,14794,123,501.6615802,0.1993375693,0.8314181425,0
CAMP-6CNOLJ,40258,40,LinkedIn,Image,18-24,Male,Germany,19917,3720,49.47339659,2.021288347,18.67751167,1
CAMP-Q52WSP,23389,36,Instagram,Text,45-54,Female,US,18675,1437,79.84522639,1.252423025,7.694779116,1
CAMP-OFV177,44790,19,Google,Video,45-54,Female,UK,6428,1163,14.35141773,6.967952707,18.09271935,1
CAMP-UDKTMO,35357,39,Instagram,Text,45-54,Female,Canada,19199,3301,54.30042142,1.841606334,17.19360383,1
CAMP-NRVBJF,9923,27,YouTube,Carousel,35-44,All,US,42183,3346,425.1032954,0.2352369438,7.93210535,1
CAMP-VYB6LI,42075,40,Instagram,Carousel,25-34,All,Germany,11472,2487,27.26559715,3.667625523,21.67887029,1
CAMP-076A3K,9640,60,Facebook,Carousel,18-24,Male,UK,27976,562,290.2074689,0.3445810695,2.008864741,1
CAMP-KRZD5E,16464,14,Google,Text,55+,Male,UK,37729,3982,229.1605928,0.4363752021,10.55421559,1
CAMP-9P3JPX,4711,25,Instagram,Story,55+,Female,Germany,33221,1738,705.1793674,0.1418078926,5.231630595,1
CAMP-GH3015,27763,55,YouTube,Video,25-34,All,Germany,13230,905,47.65335158,2.098488284,6.840513983,1
CAMP-3SFLSE,38746,44,YouTube,Carousel,45-54,Female,US,27351,3555,70.59051257,1.416620964,12.99769661,1
CAMP-45BG34,31077,24,Instagram,Carousel,18-24,Female,India,36981,4491,118.9979728,0.8403504502,12.14407398,1
CAMP-IQ7ZJ3,29268,23,YouTube,Carousel,55+,All,UK,24064,1727,82.21948886,1.216256649,7.176695479,1
CAMP-SWEBNV,49215,29,LinkedIn,Video,55+,All,US,49289,2924,100.1503607,0.9984986508,5.932358133,1
CAMP-G5VMF6,25571,59,LinkedIn,Carousel,45-54,All,Germany,30986,3532,121.1763326,0.8252436584,11.39869619,1
CAMP-0YKNFU,22787,33,LinkedIn,Video,25-34,Male,US,14386,3907,63.13248782,1.583970527,27.15834839,1
CAMP-84XYJO,951,8,Facebook,Carousel,18-24,Male,Germany,22250,935,2339.642482,0.04274157303,4.202247191,1
CAMP-A21A6X,18171,29,Instagram,Text,25-34,Female,Canada,5520,75,30.37807495,3.291847826,1.358695652,0
CAMP-VAJ2K8,6933,42,Facebook,Text,25-34,Male,Germany,30909,295,445.8243185,0.2243036009,0.9544145718,0
CAMP-XPNMJQ,12038,36,YouTube,Video,18-24,All,Germany,15003,21,124.6303373,0.8023728588,0.1399720056,0
CAMP-Y3ODSX,35295,14,Facebook,Text,18-24,All,Germany,39094,3243,110.7635642,0.9028239628,8.295390597,1
CAMP-4NXVKD,26244,47,YouTube,Video,55+,Male,India,38557,1039,146.9173906,0.6806546152,2.694711725,1
CAMP-C9X5JZ,4100,59,YouTube,Text,55+,Female,Germany,27483,4656,670.3170732,0.1491831314,16.94138195,1
CAMP-6KF162,5152,55,Google,Text,18-24,Female,UK,26007,1110,504.7942547,0.1981005114,4.26808167,1
CAMP-2VXYZX,35606,9,LinkedIn,Video,35-44,Male,UK,6573,3772,18.46037185,5.417008976,57.38627719,1
CAMP-9JPNBZ,28174,12,YouTube,Story,55+,Female,US,21437,372,76.08788244,1.314269721,1.735317442,0
CAMP-UG0IT2,38255,47,Google,Text,35-44,Female,India,47811,4914,124.9797412,0.8001296773,10.2779695,1
CAMP-6YS445,40870,19,LinkedIn,Carousel,18-24,Female,US,31219,1175,76.38610228,1.309138666,3.763733624,1
CAMP-GDEJ31,32420,28,YouTube,Story,55+,All,UK,45691,1165,140.9346083,0.7095489265,2.549736272,1
CAMP-GYMDM0,38404,23,YouTube,Video,25-34,All,UK,23040,1093,59.99375065,1.666840278,4.743923611,1
CAMP-L2LJK4,46347,30,Facebook,Story,18-24,Male,Canada,29711,1284,64.1055516,1.5599273,4.321631719,1
CAMP-Q5V7C6,4013,60,Facebook,Image,45-54,All,Germany,13469,2012,335.6341889,0.2979434256,14.93800579,1
CAMP-S5NKB4,17550,48,LinkedIn,Image,35-44,Female,UK,14507,846,82.66096866,1.209760805,5.831667471,1
CAMP-EHOU6Q,24207,4,YouTube,Text,18-24,All,US,2114,1992,8.733011112,11.45080416,94.22894986,1
CAMP-LZ2RWG,20864,56,Instagram,Text,18-24,Male,US,38133,521,182.7693635,0.5471376498,1.366270684,0
CAMP-WAJ1G1,43504,45,Facebook,Carousel,55+,All,Germany,10616,4467,24.40235381,4.097965335,42.07799548,1
CAMP-R1DWWO,20591,3,LinkedIn,Story,55+,Female,Germany,33135,4197,160.9198193,0.6214274936,12.66636487,1
CAMP-8NBHNA,38594,53,YouTube,Image,55+,Female,Canada,31578,4757,81.82100845,1.222179999,15.06428526,1
CAMP-L3GYWI,3473,55,YouTube,Text,45-54,Male,India,6180,243,177.9441405,0.56197411,3.932038835,1
CAMP-YMENVG,12261,38,Instagram,Story,55+,All,US,40237,2801,328.1706223,0.3047195367,6.961254567,1
CAMP-3KK0VM,32096,53,LinkedIn,Text,18-24,All,Germany,2092,4608,6.517946162,15.34225621,220.2676864,1
CAMP-59M6MG,27222,28,YouTube,Text,55+,All,US,4648,2897,17.0744251,5.856712565,62.32788296,1
CAMP-87OI0E,34950,31,Facebook,Image,25-34,Female,Germany,43032,2603,123.1244635,0.81218628,6.048986801,1
CAMP-0VGNXB,27450,23,Instagram,Image,55+,Male,UK,32936,2274,119.9854281,0.8334345397,6.904299247,1
CAMP-5JTB9X,27572,13,LinkedIn,Text,45-54,All,US,33527,1542,121.597998,0.8223819608,4.599278194,1
CAMP-XAYPNT,28861,42,Instagram,Video,25-34,Female,UK,48675,2766,168.6531998,0.592932717,5.682588598,1
CAMP-RFZWKX,25451,13,Facebook,Text,18-24,Female,US,28766,2115,113.0250285,0.8847597859,7.352429952,1
CAMP-XJVE3D,23232,38,LinkedIn,Text,18-24,Female,India,12651,4492,54.45506198,1.836376571,35.50707454,1
CAMP-ZEEDHH,49149,51,Instagram,Carousel,35-44,All,Canada,36068,4708,73.38501292,1.362676056,13.05312188,1
CAMP-JSHZKB,15405,41,Google,Carousel,25-34,All,UK,8111,3084,52.65173645,1.899272593,38.02243866,1
CAMP-RH7LAY,9917,42,Facebook,Carousel,35-44,All,Germany,8659,1858,87.31471211,1.145282365,21.45744312,1
CAMP-64YFDS,11361,37,Facebook,Video,25-34,All,India,35421,770,311.7771323,0.3207419328,2.17385167,1
CAMP-0DJI9K,517,56,Facebook,Video,25-34,All,US,44864,1423,8677.756286,0.01152371612,3.171808131,1
CAMP-QDGBK2,41676,36,Google,Text,45-54,All,UK,17535,407,42.0745753,2.37673225,2.321072141,1
CAMP-L0D1B4,20458,57,Google,Carousel,35-44,All,US,20855,2973,101.9405611,0.9809637977,14.2555742,1
CAMP-XGMPW5,3367,49,YouTube,Video,45-54,All,US,7907,1873,234.8381348,0.4258252182,23.68787151,1
CAMP-D3GO8J,17309,26,Instagram,Image,25-34,All,US,11670,2695,67.42157259,1.483204799,23.09340189,1
CAMP-N42X2E,24152,56,YouTube,Text,18-24,Female,Canada,8227,2270,34.0634316,2.935699526,27.59207488,1
CAMP-ZC7FOV,38613,24,Instagram,Story,25-34,All,Canada,30161,4750,78.11099889,1.280229435,15.74881469,1
CAMP-2YGNMB,26192,7,Google,Text,45-54,Male,Germany,23092,1182,88.16432498,1.134245626,5.118655812,1
CAMP-Y49E7E,11438,58,Google,Story,35-44,Female,UK,18695,1440,163.4464067,0.6118213426,7.702594277,1
CAMP-OBJLZY,512,35,YouTube,Carousel,35-44,All,India,24455,3054,4776.367188,0.02093641382,12.48824371,1
CAMP-1UU9YM,7643,60,LinkedIn,Story,45-54,Male,India,11876,3334,155.3840115,0.6435668575,28.0734254,1
CAMP-SZDXIM,40455,38,YouTube,Carousel,35-44,All,India,13940,2898,34.4580398,2.902080344,20.78909613,1
CAMP-YN4U9B,33596,49,Instagram,Image,55+,Male,US,16942,2904,50.42862246,1.983000826,17.14083343,1
CAMP-XF445C,23648,22,YouTube,Story,18-24,Male,Canada,46648,229,197.2598106,0.5069456354,0.49091065,0
CAMP-RI8BIX,27484,21,Facebook,Text,18-24,Male,UK,9534,3960,34.68927376,2.882735473,41.53555695,1
CAMP-OIQ2Q4,44525,37,Instagram,Carousel,18-24,Male,US,5545,1894,12.45367771,8.029756537,34.15689811,1
CAMP-QERXDO,38856,54,Instagram,Text,35-44,Female,Canada,28531,1314,73.42752728,1.36188707,4.605516806,1
CAMP-UADVWK,18988,45,LinkedIn,Video,35-44,Female,Canada,11317,1071,59.60080051,1.677829814,9.463638774,1
CAMP-SHY8NB,35835,19,Google,Carousel,25-34,Male,UK,40216,975,112.2254779,0.8910632584,2.424408196,1
CAMP-IQUWRX,47395,47,Instagram,Story,25-34,All,UK,6793,1739,14.33273552,6.977035183,25.59988223,1
CAMP-ZE1HM3,48916,45,Google,Carousel,18-24,Male,UK,37989,3286,77.66170578,1.287635895,8.649872331,1
CAMP-8KSZBF,17606,36,YouTube,Text,55+,Female,US,48823,758,277.308872,0.3606087295,1.552546955,0
CAMP-FZZDVG,20563,11,Facebook,Image,25-34,All,Germany,49526,3096,240.8500705,0.4151960586,6.251261963,1
CAMP-7OQ2ZD,18055,28,LinkedIn,Carousel,25-34,Female,UK,26619,321,147.4328441,0.6782749164,1.205905556,0
CAMP-O74V1Q,37941,4,Google,Story,35-44,Female,Germany,28602,2322,75.38546691,1.326515628,8.118313405,1
CAMP-X8ERTB,5204,55,Instagram,Video,55+,All,US,45822,556,880.5149885,0.1135699009,1.213390948,0
CAMP-74RS7G,35011,11,Google,Image,18-24,Male,Germany,43780,4940,125.046414,0.7997030608,11.28369118,1
CAMP-U0ENV5,23290,11,Instagram,Video,25-34,Male,India,28998,1387,124.5083727,0.8031588385,4.783088489,1
CAMP-SN961J,7457,42,Google,Carousel,55+,Male,Germany,10825,4764,145.1656162,0.6888683603,44.00923788,1
CAMP-88QEOZ,32579,19,Instagram,Text,55+,Male,UK,3607,3048,11.07154916,9.032159689,84.50235653,1
CAMP-0KZ4Z7,44911,3,YouTube,Text,18-24,All,US,3637,2428,8.098238739,12.34836404,66.75831729,1
CAMP-WHWKMY,36308,27,Instagram,Story,55+,All,UK,16585,2005,45.67863832,2.189207115,12.08923726,1
CAMP-9X8SYL,20250,45,Instagram,Text,55+,All,India,1004,1931,4.958024691,20.16932271,192.3306773,0
CAMP-EMRUYP,5744,42,Facebook,Image,55+,Female,UK,46612,4842,811.4902507,0.1232300695,10.38788295,1
CAMP-04K43S,43386,44,Instagram,Text,25-34,All,UK,23594,4771,54.38159775,1.838857337,20.22124269,1
CAMP-AFYH1F,47420,27,Facebook,Story,18-24,Male,UK,33505,2164,70.65584142,1.415311148,6.458737502,1
CAMP-KJ4YK1,3014,41,LinkedIn,Carousel,55+,Female,Canada,41319,3868,1370.902455,0.07294465016,9.361310777,1
CAMP-B3D505,21452,37,Facebook,Carousel,55+,Male,India,15188,2427,70.79992541,1.412430866,15.97972083,1
CAMP-0UI22K,46452,5,YouTube,Text,25-34,Male,UK,42512,3794,91.51812624,1.092679714,8.924538954,1
CAMP-X7N89L,45012,52,Facebook,Video,18-24,All,UK,3177,2514,7.058117835,14.1680831,79.1312559,1
CAMP-TAJW25,14497,39,LinkedIn,Carousel,35-44,All,UK,23197,3804,160.0124164,0.6249515023,16.39867224,1
CAMP-36ZX1T,41655,46,YouTube,Text,25-34,Male,US,45578,2328,109.417837,0.9139277722,5.107727412,1
CAMP-V18KGY,47059,46,Google,Story,18-24,Male,Canada,11609,618,24.66903249,4.05366526,5.323455939,1
CAMP-GGSNPU,828,53,Google,Text,55+,Female,US,47614,2166,5750.483092,0.01738984332,4.549082203,1
CAMP-EVJLZF,798,32,Facebook,Carousel,18-24,All,Canada,3445,3309,431.7042607,0.2316400581,96.05224964,1
CAMP-FLB7WX,40054,40,Facebook,Story,18-24,Female,UK,25439,993,63.51175913,1.574511577,3.903455325,1
CAMP-RUM2LH,47380,36,LinkedIn,Text,18-24,Female,India,895,1378,1.888982693,52.93854749,153.9664804,0
CAMP-GCSOTD,14023,14,LinkedIn,Image,35-44,Female,Germany,33982,4382,242.3304571,0.4126596433,12.89506209,1
CAMP-HHLMH1,16879,21,Instagram,Story,18-24,Male,Germany,45772,3175,271.1772024,0.3687625623,6.936555099,1
CAMP-T939AY,7500,39,LinkedIn,Image,35-44,Female,UK,38722,4783,516.2933333,0.1936883425,12.35215123,1
CAMP-Q6WW8Y,24566,46,Instagram,Video,55+,Female,US,13781,1306,56.09785883,1.782599231,9.476815906,1
CAMP-L68NTK,37039,51,YouTube,Story,35-44,Male,India,33172,4834,89.55965334,1.116574219,14.57253105,1
CAMP-63N2QB,4460,19,Facebook,Image,55+,All,Canada,35635,3079,798.9910314,0.1251578504,8.640381647,1
CAMP-6GS8G8,35370,12,YouTube,Carousel,55+,All,UK,3882,2687,10.97540288,9.111282844,69.21689851,1
CAMP-TACY15,17201,59,LinkedIn,Carousel,35-44,Female,India,32382,2984,188.2564967,0.5311901674,9.214995985,1
CAMP-PDTZ91,32407,57,YouTube,Video,25-34,Male,India,12517,2524,38.62437128,2.589038907,20.16457618,1
CAMP-X70FQL,5586,51,YouTube,Story,45-54,All,Canada,41075,3583,735.320444,0.1359951309,8.723067559,1
CAMP-DB2UUI,8435,49,YouTube,Story,18-24,Female,India,13157,1486,155.9810314,0.641103595,11.29436802,1
CAMP-JNWPAY,21464,14,LinkedIn,Story,45-54,Female,US,12508,2101,58.27431979,1.716021746,16.79724976,1
CAMP-TXW1VZ,37359,18,YouTube,Video,18-24,Male,US,28716,4582,76.86501245,1.300982031,15.95626132,1
CAMP-C7D2KD,23676,26,Instagram,Story,18-24,Female,US,43531,3716,183.8612941,0.5438882635,8.536445292,1
CAMP-1POXRT,31767,21,LinkedIn,Carousel,55+,All,India,2631,2002,8.28217962,12.07411631,76.0927404,1
CAMP-EO2T8F,11230,10,YouTube,Image,18-24,Male,US,9632,1388,85.77025824,1.165905316,14.410299,1
CAMP-Y620N8,22072,33,LinkedIn,Carousel,18-24,All,Canada,8468,3184,38.36534976,2.606518658,37.60037789,1
CAMP-TTEAVT,40519,23,Google,Carousel,35-44,All,India,28141,1031,69.45136849,1.439856437,3.663693543,1
CAMP-8K06MO,1267,19,Instagram,Image,45-54,All,Germany,29163,1766,2301.736385,0.04344546172,6.055618421,1
CAMP-XSFH4G,27292,25,YouTube,Carousel,35-44,Female,India,18877,4764,69.1667888,1.44578058,25.23706097,1
CAMP-G24479,1162,39,Google,Video,18-24,Female,Canada,14469,1221,1245.180723,0.08030962748,8.43873108,1
CAMP-QTKCD0,18640,56,Google,Image,55+,All,Germany,11864,4931,63.64806867,1.571139582,41.56271072,1
CAMP-RLEXDW,24344,18,LinkedIn,Carousel,35-44,All,India,33854,4972,139.0650674,0.7190878478,14.68659538,1
CAMP-6LQWLV,21645,8,Google,Text,35-44,Male,US,10074,3807,46.54192654,2.148600357,37.7903514,1
CAMP-UNLPAI,21789,10,Instagram,Carousel,25-34,Male,UK,43750,2415,200.7893891,0.4980342857,5.52,1
CAMP-H0P4E0,11274,27,Instagram,Video,18-24,Female,UK,7485,4346,66.39169771,1.506212425,58.06279225,1
CAMP-5QMKTG,23025,20,Facebook,Story,55+,Female,US,1598,1619,6.940282302,14.40863579,101.3141427,1
CAMP-V44FTJ,37597,27,Instagram,Carousel,35-44,Male,UK,5115,1264,13.60480889,7.350342131,24.71163245,1
CAMP-5CCASB,9448,14,Google,Story,35-44,All,UK,22930,872,242.6968671,0.4120366332,3.802878325,1
CAMP-UOV6TT,23814,17,Instagram,Text,55+,Female,US,3457,835,14.51667087,6.888631762,24.15389066,1
CAMP-9Q1NI1,38202,28,LinkedIn,Carousel,18-24,All,US,33457,2823,87.57918434,1.141823834,8.437696147,1
CAMP-0KQSOS,9024,43,Facebook,Image,25-34,Male,India,32990,919,365.5806738,0.2735374356,2.785692634,1
CAMP-X43WFS,37198,47,Google,Story,35-44,Female,India,5716,1725,15.36641755,6.507697691,30.17844647,1
CAMP-QG8X80,24494,28,Facebook,Text,25-34,Female,US,37172,2414,151.7596146,0.6589368342,6.494135371,1
CAMP-RMHRCN,6901,49,Google,Image,45-54,Male,Canada,25142,1314,364.324011,0.2744809482,5.226314533,1
CAMP-BH6NQQ,37714,34,LinkedIn,Image,18-24,Female,UK,10159,4499,26.93694649,3.712373265,44.28585491,1
CAMP-B9LZS3,6831,12,Facebook,Image,45-54,Male,India,35704,2106,522.6760357,0.1913231011,5.898498768,1
CAMP-4JTGXN,48236,18,YouTube,Image,45-54,Female,UK,34982,2569,72.52259723,1.378880567,7.343776799,1
CAMP-X4SN6S,23725,9,Google,Carousel,45-54,Male,Germany,26555,1139,111.9283456,0.8934287328,4.289211071,1
CAMP-M5RRVS,17437,19,YouTube,Carousel,18-24,Female,US,36763,210,210.8332855,0.4743084079,0.5712265049,0
CAMP-FFCXHG,35407,25,Facebook,Carousel,18-24,All,Canada,43219,1065,122.0634338,0.8192461649,2.464193989,1
CAMP-NZEI3Z,7156,28,YouTube,Text,55+,All,Germany,7796,4912,108.9435439,0.9179066188,63.00667009,1
CAMP-RRHF4A,11616,23,YouTube,Text,25-34,All,Germany,12025,2221,103.5210055,0.965987526,18.46985447,1
CAMP-BUFWBU,44361,24,Facebook,Text,25-34,Female,Germany,40572,234,91.45871374,1.09338953,0.5767524401,0
CAMP-CJG8VU,1642,60,LinkedIn,Video,55+,Female,US,15646,793,952.862363,0.1049469513,5.068388086,1
CAMP-AZXKDQ,21777,9,YouTube,Text,55+,All,India,38003,3111,174.5098039,0.5730337079,8.186195827,1
CAMP-95G3V2,46832,16,YouTube,Carousel,45-54,All,US,33911,2167,72.40989067,1.381026805,6.390256849,1
CAMP-3GXJ0M,39181,17,LinkedIn,Carousel,55+,Male,India,3930,335,10.03037186,9.969720102,8.524173028,1
CAMP-QVINDH,27669,55,YouTube,Video,35-44,Male,Germany,43504,1360,157.2301131,0.6360104818,3.12614932,1
CAMP-4SPFDR,23422,9,YouTube,Video,25-34,Male,Germany,43589,1215,186.1028093,0.5373374016,2.787400491,1
CAMP-WB2SER,19165,11,YouTube,Text,55+,All,Canada,43498,4420,226.9658231,0.4405949699,10.16138673,1
CAMP-EV361X,18024,53,Instagram,Story,35-44,All,India,2835,284,15.72902796,6.357671958,10.01763668,1
CAMP-SNBTI2,22656,50,LinkedIn,Video,35-44,All,Germany,22499,213,99.30702684,1.006978088,0.9467087426,0
CAMP-2NV01Z,27062,10,YouTube,Image,35-44,Male,UK,14849,1659,54.87029783,1.822479628,11.17246953,1
CAMP-DERI4K,28395,52,LinkedIn,Carousel,35-44,Female,Canada,49098,4079,172.9107237,0.5783331297,8.307874048,1
CAMP-5OGZ2U,13907,25,Google,Image,45-54,All,US,39357,4848,283.0013662,0.3533551846,12.31801204,1
CAMP-EAXYLN,42448,31,Google,Carousel,35-44,Female,Canada,48834,1418,115.0442895,0.8692304542,2.903714625,1
CAMP-FXJ4PN,26532,20,YouTube,Carousel,45-54,Female,UK,47548,2387,179.2100106,0.5580045428,5.020190124,1
CAMP-JY1O2R,17849,33,LinkedIn,Video,45-54,Female,India,43383,1795,243.0556334,0.4114284397,4.137565406,1
CAMP-NTJLMZ,41559,32,LinkedIn,Video,35-44,Male,US,40878,105,98.36136577,1.016659328,0.2568618817,0
CAMP-04X0QZ,26356,54,LinkedIn,Image,25-34,Female,US,4040,4866,15.32857793,6.523762376,120.4455446,1
CAMP-FHOMTZ,40362,41,Instagram,Carousel,35-44,All,India,19123,3894,47.37872256,2.110652094,20.36291377,1
CAMP-ZF8ADF,37180,37,Google,Image,35-44,Male,Canada,36913,3846,99.28187197,1.007233224,10.41909354,1
CAMP-7PCHCB,1424,20,LinkedIn,Story,35-44,All,Germany,14599,3691,1025.210674,0.09754092746,25.2825536,1
CAMP-N9WSZV,25831,44,LinkedIn,Image,25-34,All,Canada,18309,3293,70.87995045,1.410836201,17.9856901,1
CAMP-83XPHX,36009,41,Instagram,Text,18-24,Male,UK,19840,379,55.09733678,1.814969758,1.910282258,0
